UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,Riesgo_Mareo
149,20,Female,Htc Vive,45.24,2,4,Bajo Riesgo
150,26,Other,Playstation Vr,33.8,4,2,Bajo Riesgo
151,39,Other,Oculus Rift,32.73,3,4,Bajo Riesgo
152,49,Female,Oculus Rift,22.53,10,3,Alto Riesgo
153,42,Other,Htc Vive,43.14,3,4,Bajo Riesgo
154,20,Other,Htc Vive,57.38,3,5,Bajo Riesgo
155,43,Female,Htc Vive,9.02,4,5,Bajo Riesgo
156,35,Female,Oculus Rift,11.31,10,3,Alto Riesgo
157,55,Female,Htc Vive,32.13,5,5,Bajo Riesgo
158,36,Other,Oculus Rift,24.25,1,1,Bajo Riesgo
159,55,Female,Playstation Vr,32.42,10,1,Alto Riesgo
160,60,Female,Playstation Vr,59.03,6,3,Alto Riesgo
161,60,Male,Playstation Vr,29.03,8,1,Alto Riesgo
162,58,Other,Playstation Vr,57.27,10,3,Alto Riesgo
163,19,Other,Htc Vive,54.24,2,1,Bajo Riesgo
164,25,Female,Oculus Rift,38.97,1,3,Bajo Riesgo
165,19,Male,Oculus Rift,31.39,5,2,Bajo Riesgo
166,39,Female,Playstation Vr,8.69,2,4,Bajo Riesgo
167,30,Male,Htc Vive,13.42,6,5,Alto Riesgo
168,48,Female,Oculus Rift,9.94,1,5,Bajo Riesgo
169,32,Other,Htc Vive,51.86,3,5,Bajo Riesgo
170,36,Male,Playstation Vr,41.15,10,1,Alto Riesgo
171,24,Female,Htc Vive,41.14,5,1,Bajo Riesgo
172,43,Male,Htc Vive,48.1,1,1,Bajo Riesgo
173,39,Other,Htc Vive,43.93,8,1,Alto Riesgo
174,58,Female,Oculus Rift,37.11,2,1,Bajo Riesgo
175,48,Female,Oculus Rift,33.08,9,2,Alto Riesgo
176,38,Male,Playstation Vr,21.84,9,2,Alto Riesgo
177,55,Female,Htc Vive,20.85,3,2,Bajo Riesgo
178,23,Male,Htc Vive,19.48,1,2,Bajo Riesgo
179,31,Female,Htc Vive,25.13,9,1,Alto Riesgo
180,27,Female,Htc Vive,6.34,9,3,Alto Riesgo
181,26,Other,Htc Vive,24.29,3,1,Bajo Riesgo
182,24,Male,Oculus Rift,59.17,2,4,Bajo Riesgo
183,34,Other,Oculus Rift,34.12,7,5,Alto Riesgo
184,26,Female,Playstation Vr,51.68,4,2,Bajo Riesgo
185,33,Other,Oculus Rift,42.9,8,3,Alto Riesgo
186,55,Female,Playstation Vr,35.81,10,3,Alto Riesgo
187,42,Male,Oculus Rift,13.4,2,1,Bajo Riesgo
188,29,Female,Htc Vive,26.22,1,3,Bajo Riesgo
189,28,Female,Oculus Rift,46.05,1,2,Bajo Riesgo
190,55,Other,Oculus Rift,54.99,4,5,Bajo Riesgo
191,57,Other,Playstation Vr,22.27,10,4,Alto Riesgo
192,29,Female,Oculus Rift,52.67,2,3,Bajo Riesgo
193,55,Female,Playstation Vr,59.17,4,1,Bajo Riesgo
194,41,Female,Playstation Vr,42.9,3,3,Bajo Riesgo
195,39,Male,Oculus Rift,45.17,8,3,Alto Riesgo
196,37,Other,Playstation Vr,32.14,6,1,Alto Riesgo
197,20,Other,Htc Vive,45.29,8,5,Alto Riesgo
198,55,Male,Oculus Rift,42.96,8,5,Alto Riesgo
199,56,Other,Playstation Vr,41.03,3,4,Bajo Riesgo
200,33,Other,Htc Vive,11.47,10,1,Alto Riesgo
201,55,Male,Oculus Rift,8.46,3,4,Bajo Riesgo
202,38,Male,Htc Vive,25.72,3,4,Bajo Riesgo
203,32,Female,Htc Vive,42.38,7,1,Alto Riesgo
204,21,Other,Oculus Rift,9.21,2,1,Bajo Riesgo
205,40,Other,Playstation Vr,8.72,5,2,Bajo Riesgo
206,20,Other,Oculus Rift,28.09,7,2,Alto Riesgo
207,18,Male,Htc Vive,31.58,4,4,Bajo Riesgo
208,41,Female,Htc Vive,28.23,4,5,Bajo Riesgo
209,25,Male,Oculus Rift,13.82,7,2,Alto Riesgo
210,48,Male,Oculus Rift,31.18,1,5,Bajo Riesgo
211,51,Other,Htc Vive,52.78,6,2,Alto Riesgo
212,24,Female,Playstation Vr,26.77,8,5,Alto Riesgo
213,53,Female,Oculus Rift,32.22,10,2,Alto Riesgo
214,42,Male,Htc Vive,21.12,6,4,Alto Riesgo
215,56,Female,Htc Vive,5.93,10,1,Alto Riesgo
216,59,Male,Playstation Vr,55.27,5,5,Bajo Riesgo
217,32,Male,Oculus Rift,56.23,9,5,Alto Riesgo
218,20,Male,Oculus Rift,51.49,6,3,Alto Riesgo
219,47,Other,Oculus Rift,35.16,9,5,Alto Riesgo
220,42,Female,Htc Vive,58.68,9,2,Alto Riesgo
221,29,Female,Playstation Vr,32.43,2,4,Bajo Riesgo
222,38,Other,Playstation Vr,45.74,10,1,Alto Riesgo
223,20,Other,Htc Vive,14.99,6,2,Alto Riesgo
224,38,Other,Oculus Rift,56.87,5,4,Bajo Riesgo
225,60,Other,Playstation Vr,52.77,4,4,Bajo Riesgo
226,20,Female,Oculus Rift,44.21,7,4,Alto Riesgo
227,30,Female,Oculus Rift,24.55,4,5,Bajo Riesgo
228,19,Female,Playstation Vr,12.27,1,3,Bajo Riesgo
229,30,Male,Htc Vive,15.07,9,2,Alto Riesgo
230,47,Female,Playstation Vr,43.91,4,4,Bajo Riesgo
231,31,Male,Oculus Rift,49.22,3,5,Bajo Riesgo
232,25,Male,Oculus Rift,23.19,10,2,Alto Riesgo
233,60,Male,Playstation Vr,17.25,9,3,Alto Riesgo
234,35,Other,Oculus Rift,28.57,2,4,Bajo Riesgo
235,41,Other,Oculus Rift,33.51,5,5,Bajo Riesgo
236,36,Other,Oculus Rift,27.6,10,2,Alto Riesgo
237,39,Other,Htc Vive,35.27,1,3,Bajo Riesgo
238,31,Other,Htc Vive,35.15,1,1,Bajo Riesgo
239,23,Male,Playstation Vr,6.63,3,2,Bajo Riesgo
240,52,Female,Oculus Rift,28.35,5,2,Bajo Riesgo
241,20,Male,Playstation Vr,36.82,3,4,Bajo Riesgo
242,47,Female,Playstation Vr,18.27,6,4,Alto Riesgo
243,24,Other,Htc Vive,30.17,2,1,Bajo Riesgo
244,52,Other,Htc Vive,56.1,5,3,Bajo Riesgo
245,35,Male,Oculus Rift,41.6,2,5,Bajo Riesgo
246,36,Other,Playstation Vr,56.14,10,3,Alto Riesgo
247,51,Other,Htc Vive,50.3,1,2,Bajo Riesgo
248,42,Other,Htc Vive,19.98,6,1,Alto Riesgo
249,53,Other,Oculus Rift,29.09,6,4,Alto Riesgo
250,38,Male,Htc Vive,20.69,7,3,Alto Riesgo
251,34,Male,Oculus Rift,25.93,4,4,Bajo Riesgo
252,35,Male,Htc Vive,14.54,5,1,Bajo Riesgo
253,60,Other,Oculus Rift,24.89,4,5,Bajo Riesgo
254,20,Other,Htc Vive,52.19,3,2,Bajo Riesgo
255,32,Male,Oculus Rift,59.14,9,1,Alto Riesgo
256,30,Other,Oculus Rift,51.55,10,2,Alto Riesgo
257,32,Female,Htc Vive,41.2,2,1,Bajo Riesgo
258,56,Female,Oculus Rift,58.46,4,4,Bajo Riesgo
259,49,Female,Htc Vive,26.06,10,2,Alto Riesgo
260,38,Female,Htc Vive,5.35,10,1,Alto Riesgo
261,59,Female,Oculus Rift,15.89,4,3,Bajo Riesgo
262,41,Male,Playstation Vr,12.32,4,4,Bajo Riesgo
263,48,Male,Oculus Rift,22.68,4,1,Bajo Riesgo
264,32,Female,Oculus Rift,7.23,9,5,Alto Riesgo
265,24,Male,Htc Vive,51.9,8,2,Alto Riesgo
266,29,Male,Playstation Vr,21.41,8,2,Alto Riesgo
267,53,Male,Htc Vive,28.26,5,1,Bajo Riesgo
268,57,Other,Oculus Rift,30.9,1,5,Bajo Riesgo
269,42,Female,Oculus Rift,42.63,10,1,Alto Riesgo
270,58,Other,Htc Vive,40.29,5,5,Bajo Riesgo
271,37,Other,Oculus Rift,13.16,10,5,Alto Riesgo
272,29,Female,Oculus Rift,43.22,10,3,Alto Riesgo
273,25,Female,Htc Vive,36.34,7,1,Alto Riesgo
274,27,Other,Playstation Vr,36.08,5,4,Bajo Riesgo
275,33,Female,Htc Vive,28.26,1,3,Bajo Riesgo
276,38,Female,Playstation Vr,35.99,5,1,Bajo Riesgo
277,57,Other,Oculus Rift,52.04,6,5,Alto Riesgo
278,39,Male,Htc Vive,58.33,6,4,Alto Riesgo
279,55,Other,Oculus Rift,21.78,2,3,Bajo Riesgo
280,41,Other,Oculus Rift,5.61,5,4,Bajo Riesgo
281,24,Male,Playstation Vr,55.58,9,1,Alto Riesgo
282,47,Male,Htc Vive,44.41,5,3,Bajo Riesgo
283,47,Female,Oculus Rift,31.4,7,4,Alto Riesgo
284,40,Female,Oculus Rift,59.73,9,4,Alto Riesgo
285,20,Other,Playstation Vr,5.68,9,4,Alto Riesgo
286,54,Other,Playstation Vr,24.8,7,2,Alto Riesgo
287,56,Male,Oculus Rift,43.61,8,2,Alto Riesgo
288,47,Other,Oculus Rift,15.85,9,5,Alto Riesgo
289,23,Female,Playstation Vr,40.94,2,1,Bajo Riesgo
290,32,Other,Oculus Rift,19.3,9,5,Alto Riesgo
291,31,Female,Oculus Rift,7.5,8,5,Alto Riesgo
292,42,Male,Htc Vive,35.27,3,5,Bajo Riesgo
293,51,Male,Playstation Vr,21.39,5,3,Bajo Riesgo
294,28,Other,Oculus Rift,57.1,7,1,Alto Riesgo
295,40,Female,Oculus Rift,45.28,3,4,Bajo Riesgo
296,33,Male,Oculus Rift,52.45,9,3,Alto Riesgo
297,23,Male,Playstation Vr,43.9,7,1,Alto Riesgo
298,39,Other,Htc Vive,55.9,1,1,Bajo Riesgo
299,31,Female,Oculus Rift,22.84,9,4,Alto Riesgo
300,18,Other,Htc Vive,51.81,7,3,Alto Riesgo
301,46,Other,Playstation Vr,36.6,6,1,Alto Riesgo
302,27,Female,Htc Vive,42.75,10,2,Alto Riesgo
303,30,Other,Oculus Rift,27.1,4,5,Bajo Riesgo
304,30,Other,Htc Vive,19.27,3,5,Bajo Riesgo
305,55,Female,Htc Vive,20.62,6,3,Alto Riesgo
306,34,Male,Playstation Vr,37.12,1,5,Bajo Riesgo
307,18,Male,Htc Vive,53.96,9,4,Alto Riesgo
308,58,Male,Oculus Rift,57.28,10,1,Alto Riesgo
309,37,Female,Oculus Rift,25.23,1,3,Bajo Riesgo
310,33,Other,Playstation Vr,58.22,6,2,Alto Riesgo
311,30,Other,Playstation Vr,19.1,3,3,Bajo Riesgo
312,51,Other,Playstation Vr,55.63,5,5,Bajo Riesgo
313,29,Female,Oculus Rift,6.22,7,4,Alto Riesgo
314,33,Male,Playstation Vr,56.73,8,2,Alto Riesgo
315,41,Male,Htc Vive,28.08,1,3,Bajo Riesgo
316,38,Female,Htc Vive,28.49,8,1,Alto Riesgo
317,31,Other,Htc Vive,44.28,1,4,Bajo Riesgo
318,50,Female,Playstation Vr,52.92,1,2,Bajo Riesgo
319,20,Other,Oculus Rift,41.4,7,3,Alto Riesgo
320,25,Female,Htc Vive,45.32,5,4,Bajo Riesgo
321,25,Male,Playstation Vr,12.47,6,5,Alto Riesgo
322,24,Other,Oculus Rift,26.89,3,1,Bajo Riesgo
323,28,Female,Oculus Rift,39.13,10,2,Alto Riesgo
324,55,Female,Htc Vive,42.41,10,1,Alto Riesgo
325,31,Female,Playstation Vr,16.05,6,2,Alto Riesgo
326,47,Other,Oculus Rift,5.99,5,2,Bajo Riesgo
327,47,Male,Oculus Rift,53.94,2,1,Bajo Riesgo
328,34,Female,Playstation Vr,44.54,8,3,Alto Riesgo
329,35,Male,Htc Vive,41.85,7,5,Alto Riesgo
330,21,Other,Htc Vive,30.67,7,3,Alto Riesgo
331,38,Female,Oculus Rift,5.2,7,1,Alto Riesgo
332,19,Female,Playstation Vr,47.81,3,4,Bajo Riesgo
333,33,Male,Oculus Rift,54.4,8,1,Alto Riesgo
334,21,Other,Oculus Rift,24.55,2,4,Bajo Riesgo
335,34,Other,Oculus Rift,59.1,10,2,Alto Riesgo
336,33,Male,Htc Vive,36.32,7,4,Alto Riesgo
337,35,Male,Oculus Rift,30.57,8,3,Alto Riesgo
338,28,Male,Htc Vive,39.66,6,3,Alto Riesgo
339,56,Other,Htc Vive,53.72,3,4,Bajo Riesgo
340,59,Male,Oculus Rift,51.29,7,2,Alto Riesgo
341,24,Male,Playstation Vr,42.23,2,3,Bajo Riesgo
342,49,Male,Oculus Rift,56.66,10,5,Alto Riesgo
343,18,Male,Playstation Vr,36.62,8,2,Alto Riesgo
344,46,Female,Htc Vive,13.79,4,2,Bajo Riesgo
345,41,Other,Oculus Rift,10.76,3,5,Bajo Riesgo
346,24,Male,Playstation Vr,27.64,7,4,Alto Riesgo
347,40,Male,Oculus Rift,11.58,7,1,Alto Riesgo
348,31,Male,Playstation Vr,18.39,1,2,Bajo Riesgo
349,22,Other,Oculus Rift,44.51,1,3,Bajo Riesgo
350,49,Female,Htc Vive,28.11,10,3,Alto Riesgo
351,20,Female,Playstation Vr,28.12,5,2,Bajo Riesgo
352,50,Other,Playstation Vr,35.4,10,4,Alto Riesgo
353,29,Male,Oculus Rift,31.47,5,4,Bajo Riesgo
354,53,Female,Oculus Rift,31.29,10,1,Alto Riesgo
355,18,Female,Oculus Rift,25.35,1,1,Bajo Riesgo
356,49,Other,Htc Vive,49.46,10,3,Alto Riesgo
357,50,Male,Playstation Vr,32.79,3,4,Bajo Riesgo
358,26,Male,Htc Vive,40.23,1,5,Bajo Riesgo
359,25,Other,Htc Vive,15.66,9,5,Alto Riesgo
360,23,Other,Htc Vive,28.3,6,3,Alto Riesgo
361,24,Female,Htc Vive,20.44,9,2,Alto Riesgo
362,40,Male,Htc Vive,17.96,1,3,Bajo Riesgo
363,30,Male,Playstation Vr,25.46,7,4,Alto Riesgo
364,28,Male,Playstation Vr,38.96,4,3,Bajo Riesgo
365,35,Male,Playstation Vr,51.15,1,5,Bajo Riesgo
366,27,Female,Oculus Rift,25.72,4,3,Bajo Riesgo
367,44,Other,Oculus Rift,52.83,2,5,Bajo Riesgo
368,26,Female,Htc Vive,26.89,8,5,Alto Riesgo
369,54,Male,Playstation Vr,21.01,5,4,Bajo Riesgo
370,58,Other,Playstation Vr,23.82,2,2,Bajo Riesgo
371,55,Other,Htc Vive,24.07,3,3,Bajo Riesgo
372,29,Male,Playstation Vr,12.25,4,2,Bajo Riesgo
373,51,Other,Htc Vive,18.6,8,5,Alto Riesgo
374,54,Female,Oculus Rift,19.1,4,3,Bajo Riesgo
375,44,Other,Playstation Vr,35.45,8,3,Alto Riesgo
376,37,Other,Oculus Rift,30.08,2,3,Bajo Riesgo
377,31,Male,Playstation Vr,7.38,2,5,Bajo Riesgo
378,44,Other,Htc Vive,10.61,3,2,Bajo Riesgo
379,26,Other,Oculus Rift,22.04,3,2,Bajo Riesgo
380,57,Female,Htc Vive,52.09,9,5,Alto Riesgo
381,30,Other,Htc Vive,48.53,9,1,Alto Riesgo
382,19,Male,Playstation Vr,6.03,8,2,Alto Riesgo
383,50,Other,Htc Vive,30.6,1,2,Bajo Riesgo
384,49,Other,Oculus Rift,30.99,1,2,Bajo Riesgo
385,56,Other,Oculus Rift,58.41,6,5,Alto Riesgo
386,39,Other,Oculus Rift,34.31,1,3,Bajo Riesgo
387,28,Other,Htc Vive,9.62,7,4,Alto Riesgo
388,19,Male,Playstation Vr,27.12,5,5,Bajo Riesgo
389,30,Female,Oculus Rift,15.62,6,3,Alto Riesgo
390,30,Other,Playstation Vr,11.73,9,2,Alto Riesgo
391,60,Male,Playstation Vr,49.66,8,3,Alto Riesgo
392,49,Other,Htc Vive,48.41,3,1,Bajo Riesgo
393,58,Other,Oculus Rift,9.24,5,4,Bajo Riesgo
394,39,Male,Htc Vive,54.24,5,4,Bajo Riesgo
395,36,Other,Htc Vive,21.35,5,2,Bajo Riesgo
396,52,Other,Playstation Vr,50.59,9,2,Alto Riesgo
397,18,Other,Oculus Rift,27.46,8,3,Alto Riesgo
398,42,Female,Htc Vive,50.54,3,3,Bajo Riesgo
399,54,Female,Playstation Vr,28.56,7,2,Alto Riesgo
400,33,Male,Playstation Vr,16.92,6,2,Alto Riesgo
401,40,Other,Playstation Vr,54.09,7,4,Alto Riesgo
402,51,Male,Playstation Vr,5.6,10,2,Alto Riesgo
403,31,Other,Oculus Rift,21.58,3,3,Bajo Riesgo
404,20,Female,Oculus Rift,17.42,5,2,Bajo Riesgo
405,33,Male,Oculus Rift,34.48,4,3,Bajo Riesgo
406,54,Male,Playstation Vr,35.31,7,4,Alto Riesgo
407,39,Female,Htc Vive,43.31,6,5,Alto Riesgo
408,49,Male,Htc Vive,39.63,5,3,Bajo Riesgo
409,36,Other,Oculus Rift,59.55,1,5,Bajo Riesgo
410,41,Other,Htc Vive,23.12,9,1,Alto Riesgo
411,29,Female,Htc Vive,8.65,2,1,Bajo Riesgo
412,54,Male,Playstation Vr,37.21,6,3,Alto Riesgo
413,25,Other,Playstation Vr,50.71,8,2,Alto Riesgo
414,53,Male,Htc Vive,54.46,9,2,Alto Riesgo
415,35,Male,Htc Vive,14.68,10,5,Alto Riesgo
416,40,Female,Playstation Vr,58.21,2,4,Bajo Riesgo
417,32,Other,Htc Vive,24.67,10,5,Alto Riesgo
418,55,Other,Htc Vive,34.8,5,1,Bajo Riesgo
419,56,Female,Oculus Rift,42.22,3,1,Bajo Riesgo
420,24,Male,Playstation Vr,11.57,4,1,Bajo Riesgo
421,44,Female,Htc Vive,25.46,5,1,Bajo Riesgo
422,20,Other,Htc Vive,31.13,8,2,Alto Riesgo
423,51,Male,Htc Vive,41.78,1,1,Bajo Riesgo
424,41,Female,Oculus Rift,38.96,1,2,Bajo Riesgo
425,53,Female,Oculus Rift,52.57,10,1,Alto Riesgo
426,34,Female,Oculus Rift,26.76,6,3,Alto Riesgo
427,35,Other,Htc Vive,22.49,10,1,Alto Riesgo
428,38,Other,Oculus Rift,53.77,1,2,Bajo Riesgo
429,22,Male,Htc Vive,21.98,8,1,Alto Riesgo
430,29,Other,Oculus Rift,36.92,8,1,Alto Riesgo
431,31,Female,Htc Vive,45.62,4,2,Bajo Riesgo
432,60,Female,Htc Vive,43.5,7,5,Alto Riesgo
